domain,crawl_count,use_optimizely,rank
dudaone.com,2,0,213158
duden.de,121,0,2293
duettoresearch.com,1,0,364656
duiops.net,26,0,221194
dukevideo.com,31,0,601162
dulciurifeldefel.ro,31,0,501502
dunelondon.com,44,0,72955
dunked.com,8,0,277371
duoboots.com,1,0,480708
duproprio.com,6,0,41817
dvdwalmart.com,22,0,914248
dwh.co.uk,6,0,210907
dwolla.com,92,0,109135
dxcrw.net,8,0,444281
dyl.com,18,0,547368
dymocks.com.au,31,0,73708
dynamiteclothing.com,3,0,42895
dyno.com,19,0,569682
dzbatna.com,155,0,123307
dzone.com,8,0,4823
e-agency.co.jp,9,9,566046
e-bebek.com,2,0,60244
e-builder.net,1,0,121080
e-zrentacar.com,1,0,307702
e96.ru,73,0,22612
eaglecreek.com,1,0,71145
eapteka.ru,1,0,29851
earbits.com,10,0,292031
eartheasy.com,2,0,99373
earthisland.org,30,0,481307
east.co.uk,31,0,283277
eastbay.com,4,0,6476
eastbayteamsales.com,31,0,300111
easterseals.com,150,0,213055
eastlondonadvertiser.co.uk,16,0,857552
easyclicktravel.com,20,20,757133
easydigitaldownloads.com,91,0,69775
easynews.com,104,0,21240
easysketchpro.com,1,0,660586
easyswitch.nl,24,0,881701
eatfeastly.com,5,5,189326
eatnow.com.au,3,2,63076
ebates.ca,4,4,15969
ebates.com,2,0,745
ebaydestek.com,31,0,644270
ebda4design.com,23,0,200334
ebgames.co.nz,3,0,121115
ebgames.com.au,9,9,9299
ebillity.com,15,0,80809
ebookers.de,61,0,164874
ebury.com,31,0,284481
eca.ir,45,0,24954
ecigarettedirect.co.uk,30,0,104345
eclerx.com,4,0,282739
ecomfort.com,31,0,174569
economax.biz,2,0,499335
economyandmarkets.com,29,0,478773
econsultancy.com,12,0,20697
ecotechinstitute.com,1,0,792684
ecotour.com,30,0,437351
ecoverage.com,10,0,809354
edgerank.net,2,0,779665
edina.com.ec,29,0,194006
edinburghairport.com,31,0,181817
ediplomat.com,30,0,282582
edited.de,28,0,386006
editexperts.ir,31,0,763568
editionlingerie.de,31,0,614271
ednchina.com,108,0,92454
edplace.com,3,0,219991
educationalrap.com,31,0,786385
educationcareer.in,2,0,174641
educationconnection.com,1,0,75108
educationdegree.com,93,0,321981
edvisors.com,30,0,124844
edweek.org,3,0,19651
edx.org,4,4,1164
edzardernst.com,2,0,758471
eenheden-omrekenen.info,7,0,476753
effektlageret.dk,30,0,653352
efficientlearning.com,28,28,50390
effortlessenglishclub.com,2,0,83628
efinancialcareers-gulf.com,2,0,152934
efinancialcareers.ch,1,0,975822
efinancialcareers.com,30,0,20377
efinancialcareers.com.au,2,0,395379
efinancialcareers.de,1,0,287382
efinancialcareers.fr,1,0,150502
efinancialcareers.hk,1,0,195791
efinancialcareers.sg,1,0,154424
eflorist.co.uk,31,0,313204
egghead.io,72,0,33323
ehil.com,31,0,439856
ehow.com,246,0,9025
ehungry.com,17,0,455533
eidsiva.net,31,0,449835
ekstrabladet.dk,16,0,3497
ekuriren.se,2,0,192217
elafoon.net,30,0,818234
elastika-online.gr,31,31,520430
elationemr.com,5,0,183194
elcid.com,2,0,953789
eldan.co.il,2,0,538177
eldiariony.com,51,0,4405
elearners.com,1,0,178602
electroluxhome.se,31,0,375661
elekcig.dk,30,0,444650
elektriker.org,31,0,535488
elementwheels.com,1,0,461976
elephant.com,2,0,254112
elephantdrive.com,31,0,371738
elev.io,4,0,248389
elitecme.com,31,0,529100
eliteislandvacations.com,5,0,989366
elitesem.com,9,0,563483
eliveevents.com,15,0,423983
elizabethandclarke.com,13,0,979241
eljaviero.com,12,0,119631
elle.com.hk,60,0,43744
ellenbailey.com,26,0,452926
elmejornido.com,31,0,205108
elportaluco.com,2,0,347783
elsevier-masson.fr,1,0,290670
elsevier.com,4,0,1001
elsevier.de,2,0,394644
elsevierhealth.com,4,0,35406
eltenedor.es,35,0,32313
elustsexblogs.com,19,0,732534
emailmonks.com,5,0,122864
emailonacid.com,90,0,39434
embed.ly,90,0,45583
emilyslist.org,155,0,212708
emissourian.com,31,0,468256
emitations.com,2,0,678536
emmasdiary.co.uk,12,0,291432
emolument.com,93,0,164827
empiricus.com.br,26,0,22539
empleolisto.com.mx,30,0,780675
employmentcrossing.com,15,0,291678
empowher.com,90,0,93729
emprisebank.com,31,0,343765
emtrain.com,31,0,561204
enablemart.com,31,0,378330
enciclopediafinanciera.com,31,0,71698
endicia.com,76,0,41675
endurancewarranty.com,17,0,379418
eneco.nl,30,1,130734
energiasolar365.com,31,0,835345
energybulbs.co.uk,155,0,498198
enertionboards.com,2,0,233377
enfocus.com,1,0,266760
engin.com.au,6,0,915016
engineyard.com,45,0,147731
enklereliv.no,2,0,296187
enlanubetic.com.es,1,0,701818
enom.com,121,0,25954
enomcentral.com,89,0,113005
enoughproject.org,1,0,432622
enowsoftware.com,22,0,676878
enspirar.es,31,0,916163
entertainment.com,2,0,139818
entertainmentcruises.com,31,0,439007
entrarlogin.com.br,31,0,215410
entrepreneurship.org,8,0,526292
entretantomagazine.com,62,0,736565
entropay.com,15,0,21223
entscheiderclub.de,3,0,81751
envelopes.com,31,0,100448
environmental-expert.com,93,0,129227
environmentamerica.org,3,0,406557
envirosafetyproducts.com,1,0,460513
eofis.com.tr,31,0,757246
eonsmoke.com,31,0,761888
eotica.com.br,9,0,82572
epages.com,23,0,210446
epctv.com,11,0,522355
epguides.com,124,0,15926
epinova.no,26,0,503230
epiplonet.com,31,0,297758
episerver.com,73,0,81541
epoxy.tv,3,0,126075
equinesuperstore.co.uk,30,0,674548
equipboard.com,2,0,23055
equitybank.com,1,0,340768
equityfeed.com,17,0,665399
erdemcirik.org,4,0,674312
esafes.co.uk,62,0,786297
esalon.com,26,0,219164
escapetheroomnyc.com,7,0,449912
eset.com,29,0,1842
eset.cz,9,0,580895
eset.es,2,0,88934
eset.hk,93,0,196352
eset.sk,9,0,356058
eset.tw,31,0,327974
esigns.com,31,0,182444
esika.com,2,0,310375
esnipe.com,20,0,193920
espacoinfantil.com.br,31,0,665085
espn.com,129,21,77
espni.go.com,2,0,33649
essentialbaby.com.au,6,0,42903
essentialkids.com.au,4,0,60078
essentialtravel.co.uk,4,0,851358
essentialwholesale.com,31,0,211383
estantevirtual.com.br,15,0,9866
estimateone.com,2,2,155446
estuyo.com,155,0,502303
esupplements.com,31,0,322473
etfdb.com,92,0,36750
eticaret.com,24,0,128111
etix.com,87,0,19223
etudier.com,3,0,16870
eudevito.com.br,1,0,906434
eurobasket.com,90,0,46202
eurocamp.co.uk,2,0,390273
euroclinix.net,4,0,156402
euroclix.de,20,0,185368
euroclix.nl,1,0,110191
eurodate.com,1,0,184339
euroflorist.de,31,0,299165
eurogifts.be,1,0,630506
eurohockey.com,31,0,506489
euromoney.com,2,0,249765
euromoneyplc.com,1,0,734569
europlan.ru,31,0,171238
eurosport.com,231,0,5197
eurthisnthat.com,6,0,851515
evaneos.com,1,0,553677
evaneos.es,31,0,149047
evaneos.fr,1,0,111524
evaneos.it,31,0,245044
evanscycles.com,10,0,19135
evelo.com,93,0,471924
eventbrite.ca,8,0,13113
eventbrite.co.uk,42,0,4766
eventbrite.com,8,0,724
eventbrite.com.au,16,0,17066
eventbrite.de,4,0,30411
eventbrite.es,12,0,34822
eventbrite.fr,12,0,26658
eventbrite.hk,4,0,140003
eventbrite.ie,4,0,46133
eventbrite.it,12,0,23841
eventbrite.nl,4,0,77027
eventbrite.pt,4,0,164624
eventbrite.sg,8,0,64150
eventinc.de,2,0,265099
eventrebels.com,28,0,264980
eventsandadventures.com,1,0,448441
eventwire.com,31,0,927641
eveonline.com,45,0,9378
everbill.com,1,0,383157
everbill.eu,1,0,241421
everplans.com,31,0,122416
everycarlisted.com,30,0,875318
everydayhealth.com,8,0,6022
everydayminerals.com,31,0,468952
everythingbutt.com,6,0,796306
everythingisterrible.com,11,0,897759
everythingkitchens.com,2,0,132484
everytown.org,14,0,163251
evidence.com,2,0,267911
evino.com.br,31,0,54237
evite.com,96,0,2492
evolvevacationrental.com,1,0,273504
evoshield.com,1,0,750332
ewatches.com,1,0,174460
eway.com.au,208,0,226830
eway.io,9,0,127436
eweka.nl,21,13,225983
examine.com,215,0,20411
exampundit.in,31,0,74725
examword.com,1,0,206283
exede.com,31,0,157860
exfactorguide.com,3,0,312031
exitcertified.com,31,0,526536
exofficio.com,2,0,143763
exoprotein.com,21,0,750944
expatfocus.com,10,0,109029
expeditierobinson.nl,2,0,342293
experiencematters.blog,3,0,654705
experiencetravelgroup.com,2,1,817018
expert.dk,9,0,485456
experteer.at,12,0,422141
experteer.ch,13,0,362000
experteer.co.uk,12,0,296942
experteer.com,42,0,67489
experteer.de,26,0,74119
experteer.es,12,0,300811
experteer.fr,12,0,316407
experteer.it,24,0,163182
experteer.nl,36,0,717237
experticity.com,1,0,17114
expertphotography.com,31,0,89575
experts-exchange.com,8,0,3951
explainify.com,2,0,700294
explore.co.uk,31,0,289401
exposedskincare.com,19,0,286066
exposedvocals.com,1,0,289776
express-vpn.com,31,0,512056
expressen.se,31,0,3468
expressvpn.com,31,0,1950
extrabux.com,216,0,49689
extravaluechecks.com,93,0,390118
extremefuse.com,9,0,98386
extremenetworks.com,1,0,68785
eyebuydirect.com,160,0,16913
ezibuy.com,4,4,80748
ezstorage.com,1,0,612533
ezwatch.com,30,0,346585
fabfitfun.com,7,0,25356
fabricadeaplicativos.com.br,4,0,108282
fabricdepot.com,31,0,210485
fabulousfurs.com,31,0,373053
factor75.com,18,11,329926
factoriaderegalos.com,31,0,464568
factoriadigital.com,93,0,115665
factory-direct-flooring.co.uk,31,0,535231
factoryoutletstore.com,3,0,50814
fagmobler.no,31,0,374595
fahrenheit-212.com,48,0,969858
fairmontsentinel.com,2,0,509011
fakeinbox.com,3,0,605752
falcon-nw.com,19,0,261432
familie.de,3,0,64655
family-nudism.org,1,0,213951
familynudism.org,1,0,835273
familysearch.org,124,0,4359
famoushookups.com,2,0,466447
fan.tv,155,0,127342
fanbooster.com,22,0,469991
fancydress.com,1,0,843025
fandor.com,1,0,69357
fanduel.com,42,33,6636
fanpop.com,141,0,6674
fantasy-foto-galerie.de,62,0,746016
fantasyfootballcalculator.com,2,0,133998
fareharbor.com,24,0,58176
farfaria.com,9,0,344067
farmaline.be,31,0,83922
farmaline.nl,31,0,638184
farmlogs.com,18,0,468850
fashionably-early.com,31,0,951605
fashionforhome.de,20,0,167856
fashionfriends.ch,5,0,384436
fast-growing-trees.com,1,0,74641
fastday.com,31,0,842964
fasting.fr,29,0,592728
fastname.no,31,0,627517
fastsigns.com,1,0,117446
fatakat.com,6,0,11013
fathomhq.com,2,0,738974
fatsoma.com,16,0,74565
faucetface.com,30,0,581881
favato.pl,8,0,405144
faveable.com,31,0,79069
fb-autolikers.com,5,0,563501
fdm.dk,1,0,140762
featherandblack.com,4,0,667960
feedbackfive.com,31,0,263762
feedbackgenius.com,12,0,185576
feedthechildren.org,31,0,523936
fenster-vergleichsangebote.de,31,0,826124
fernbus24.de,31,0,576588
fertilityauthority.com,1,0,265681
festoolproducts.com,31,0,425483
ffl123.com,30,0,501124
fichesdelecture.com,2,0,202902
fidm.edu,2,0,166612
fidor.de,86,0,11515
fiduciarynews.com,1,0,488758
fieldaware.com,31,0,227635
fieldmuseum.org,30,0,119814
fighthype.com,31,0,420896
fileboard.com,31,0,827969
filemail.com,30,0,47279
fileplanet.com,1,0,27393
fileshredder.org,22,0,630966
filethis.com,10,0,489712
filmboxlive.com,31,0,317656
filmesonlinegratis.com,1,0,7592
filson.com,3,3,37829
financescout24.de,31,0,75410
financial-ombudsman.org.uk,31,0,172720
financialjuice.com,1,0,539916
finansiko.ru,16,0,253302
finanztip.de,92,0,24813
findababysitter.com.au,31,31,371288
findbestwebhosting.com,23,0,764143
findmymatches.com,4,0,423346
findnsave.com,1,0,740122
fineart.no,2,0,494288
finfunmermaid.com,2,0,412206
finn.no,6,0,1788
fipe.net,31,0,151720
fireclaytile.com,3,0,433935
firerecruit.com,31,0,854520
firstclasswatches.co.uk,31,0,145051
firstjob.com,1,0,583635
firstquarterfinance.com,11,0,99353
firstrowca.eu,21,0,234313
firstvehicleleasing.co.uk,2,0,961678
fishidy.com,29,0,210789
fishisfast.com,75,0,17234
fishtrack.com,31,0,988262
fitbit.com,125,100,2338
fitday.com,6,0,39054
fitness.edu.au,14,0,390560
fitnesstukku.fi,31,0,152653
fitocracy.com,15,0,146292
fitogram.de,1,0,648323
fivecentnickel.com,29,0,681533
fivepencilmethod.com,22,0,298056
fiveultimate.com,23,0,304788
fjallraven.se,31,0,294629
fjordtours.com,31,0,444897
flag-designer.appspot.com,1,0,517148
flair.be,1,0,48046
flashissue.com,1,0,141449
flavors.me,6,0,194079
flevy.com,31,0,261084
flexfireleds.com,31,0,159859
flexioffices.co.uk,62,0,498707
flexport.com,26,0,45821
flightclub.com,7,0,7023
flightnetwork.com,91,6,28882
flightradar.com,2,0,959928
flightright.de,29,0,278363
flightright.fr,29,0,817715
flighttix.de,1,0,384910
flintobox.com,18,0,91862
flipboard.com,8,8,3467
flipgive.com,1,0,162290
flipo.pl,20,0,297909
flo.com.tr,82,0,15006
floliving.com,1,0,268376
floridatechonline.com,1,1,130934
fluentu.com,3,0,6154
flugladen.at,7,0,344688
flugladen.de,17,0,98631
fluidreview.com,10,0,29974
fluidsurveys.com,3,0,105215
fly.com,6,0,145801
flyerheroes.com,31,0,91130
flyfar.ca,10,0,239135
flygresor.se,4,0,53855
flyingway.com,2,0,125910
fmfracing.com,3,0,423907
focus.de,150,0,1040
fogcreek.com,62,0,193255
fohrcard.com,9,0,177226
fokis.se,1,0,306524
folksam.se,1,0,108981
followback.info,31,0,475487
followup.cc,15,0,280150
fonaklas.blogspot.gr,3,0,202535
fonecta.fi,87,0,39811
food52.com,64,0,7262
foodandwaterwatch.org,1,0,188801
foodandwine.com,42,2,8026
foodnetwork.com,181,0,1156
foodpairing.com,1,0,411092
foodpanda.com.tw,124,0,173193
foodpanda.in,118,0,16659
foodpanda.my,31,0,159337
foodpanda.ro,31,0,205311
foodpanda.sg,31,0,53898
foodsafety.gov,1,0,83725
fool.com,34,0,2583
fool.com.au,1,0,60629
fooman.co.nz,17,0,444387
football-highlight.com,1,0,451090
footlocker.be,4,0,241508
footlocker.co.uk,4,0,33291
footlocker.com,4,0,3529
footlocker.de,4,0,64801
footlocker.dk,4,0,723501
footlocker.es,4,0,125794
footlocker.eu,12,0,83393
footlocker.fr,4,0,64537
footlocker.it,4,0,97251
footlocker.nl,4,0,188577
footlocker.se,4,0,416244
footprintsrecruiting.com,2,0,174764
forbes.com,310,0,216
ford.co.uk,18,0,60314
ford.com.tr,1,0,59158
ford.de,20,0,48507
ford.es,14,0,77975
ford.fr,18,0,74362
ford.it,40,0,61145
ford.ru,3,0,55313
fordaq.com,155,0,90941
foreverautohits.com,5,0,269896
foreverjobless.com,5,0,994880
forevernew.com.au,31,0,64978
forex.com,4,0,34785
forexfraud.com,2,0,156792
form.com,31,0,187991
format.com,44,0,30611
formfire.com,23,0,360311
formlabs.com,2,0,36210
formstack.com,124,0,8091
formswift.com,6,6,33871
foroderelojes.es,31,0,416144
foromotos.com,31,0,425166
forpressrelease.com,178,0,359664
forrent.com,21,0,25602
forrentuniversity.com,9,0,259523
forrester.com,8,0,35512
fortifiedbike.com,1,0,484933
forumturkiye.com,31,0,655500
forward3d.com,5,0,399488
fostertravel.pl,7,0,383389
foto24.com,6,0,107942
fotoblogia.pl,2,0,35168
fotobuchberater.de,30,0,543509
fotodiskont.rs,31,0,749516
fotograf.de,27,0,98073
fotolia.com,62,0,3469
fotoshkola.net,22,0,107235
fotosizer.com,1,0,298494
foundationprogramme.nhs.uk,25,0,173942
fox13now.com,39,0,52122
fox17online.com,14,0,94595
fox2now.com,46,0,33522
fox4kc.com,61,0,47778
fox5sandiego.com,36,0,59223
fox6now.com,59,0,32768
fox8.com,81,0,34943
foxbat.ru,10,0,932300
foxcreekleather.com,4,0,557969
foxycart.com,4,0,130966
fp-usa.com,31,0,677300
fragrancedirect.co.uk,60,0,43939
fragrantjewels.com,31,0,101739
fragrantjewels.myshopify.com,15,0,368077
framesdirect.com,9,0,32512
frammentiarte.it,1,0,543409
franchisedirect.com,31,0,93398
franchisesales.co.uk,1,0,823113
franchiusa.com,1,0,695402
francramon.com,3,0,454253
frankandoak.com,51,0,42388
franklinmint.com,1,0,662838
frankreich-info.de,31,0,383635
frasescurtas.net,31,0,643016
freaktraining.com,2,0,785354
free-training-tutorial.com,10,0,165472
freeadultarchives2.com,6,0,761364
freeagent.com,21,0,24593
freeciv.org,6,0,241521
freeconferencecall.com,4,0,24215
freedomdebtrelief.com,24,24,107442
freefemdom.org,2,0,869011
freegeographytools.com,5,0,536526
freeinvoicecreator.com,1,0,773330
freejobaware.com,31,0,158782
freekibble.com,4,0,54629
freelanceboost.fr,17,0,877438
freelanguagestuff.com,6,0,370598
freeletics.com,81,0,59871
freelogoservices.com,121,0,7084
freemedicaljournals.com,31,0,498731
freemindpowerbooks.com,1,0,893513
freemypdf.com,1,0,179042
freerice.com,38,0,44048
freeshipping.com,30,0,27254
freetrialcc.com,24,0,579454
freightos.com,13,0,123267
freitag.ch,1,0,143816
freshbitesdaily.com,31,0,672375
freshbooks.com,5,0,6125
freshdirect.com,25,25,25747
frette.com,1,0,224544
freundcontainer.com,31,0,155469
frewaremini.com,3,0,261300
fribikeshop.dk,31,0,424808
friday-ad.co.uk,18,0,54046
fridgefilters.com,31,0,814947
friendbuy.com,26,0,126339
friendseat.com,31,0,677145
friendsurance.de,31,0,201281
fringeassociation.com,2,0,292959
froknowsphoto.com,1,0,129343
fromtheboxoffice.com,31,0,137404
frontierutilities.com,31,0,398706
frw.co.uk,1,0,296550
fsb.org.uk,1,0,190153
fuartakip.com,31,0,368727
fuckdatearea.com,6,0,668549
fuckingmachines.com,4,0,641300
fueledbyramen.com,2,0,377721
fujixerox.com.au,31,0,588873
fullstackacademy.com,9,0,136455
fullxhamster.com,31,0,273122
funandfunction.com,6,0,202016
funcheap.com,38,0,40415
fundable.com,3,0,160041
fundedbyme.com,27,0,318000
fundera.com,155,0,73235
fundinggates.com,13,0,991671
fundly.com,88,0,94967
fundrazr.com,3,0,132204
funeralone.com,25,0,256257
funjet.com,150,0,143416
furnacecompare.com,31,0,240994
furniture123.co.uk,31,0,179433
furthermaths.org.uk,31,0,519748
futilitycloset.com,31,0,187058
futureadvisor.com,21,0,255762
fuze.com,2,0,198820
fwd.us,31,0,654927
fyi.tv,15,15,364394
fyidenmark.com,31,0,900378
fyndiq.se,7,0,40684
g2crowd.com,36,0,11102
gadget-cover.com,25,0,468815
gadling.com,9,0,540095
gadzetomania.pl,4,0,37904
gadzoo.com,31,31,797754
gaiadesign.com.mx,18,0,136602
gaincapital.com,1,0,160231
galaxytheatres.com,6,0,137004
galeria-kaufhof.de,93,0,10754
gallupstrengthscenter.com,1,0,42786
gambia.co.uk,31,0,739247
gamefly.com,87,0,26468
gamerevolution.com,86,0,10266
gamersfirst.com,60,0,81514
gamesalad.com,2,0,125791
gamesradar.com,121,0,3210
gamestop.com,146,123,994
gamevox.com,16,0,858710
gamma.be,31,31,55077
gamma.nl,32,32,42122
gant.co.uk,31,0,189881
gant.com,31,0,69773
gant.se,31,0,249612
ganttic.com,12,0,262333
garageclothing.com,3,0,37583
gardeners.com,62,0,67977
gardenguides.com,54,0,105159
garrettwade.com,2,0,199826
garten-schlueter.de,10,0,373715
gartenbau.org,155,0,668637
gartner.com,10,0,8675
garyclarkjr.com,4,0,736621
gaspedaal.nl,4,0,83396
gasworld.com,5,0,630962
gate-away.com,2,0,165821
gate1.nl,1,0,427622
gathercontent.com,25,0,73381
gatheredtable.com,3,0,939525
gatherspace.com,2,0,503489
gaug.es,2,0,952793
gaus.no,1,0,883296
gaycities.com,31,0,132344
gazelle.com,87,80,20661
gazetadambovitei.ro,31,0,449256
gazianteppusula.com,31,0,788798
gcruise.com,2,0,872590
gcu.edu,62,0,13192
geeks2u.com.au,2,0,859295
geekzone.fr,17,0,93339
gelifesciences.com,31,31,57298
genealogybank.com,3,0,59937
generadordetraficoviral.com,6,0,445427
generalassemb.ly,3,3,19516
genesisenergy.co.nz,1,0,238368
genesisfitness.com.au,31,0,949725
genesys.com,31,0,63853
gentlemansvapes.com,11,0,582868
genwords.com,2,0,451048
geo.de,190,0,36011
georgiaaquarium.org,31,0,131926
georgiapower.com,1,0,60247
gerencianet.com.br,52,0,47352
gestacaobebe.com.br,31,0,141732
get-licensed.co.uk,2,0,511763
get-offline.com,31,0,558333
get.com,31,0,131211
getambassador.com,91,0,76197
getapp.com,3,0,15261
getbase.com,91,0,120132
getbellhops.com,8,0,781687
getbevel.com,15,0,160606
getcloudapp.com,31,0,139789
getgamesgo.com,31,0,900169
getinsured.com,25,0,560490
getitfree.us,48,0,60941
getjobber.com,87,0,48246
getlantern.org,16,0,17185
getlytics.com,2,0,240251
getmiro.com,1,0,420062
getmlspmastery.com,8,0,866366
getmusicbee.com,20,0,62123
getpark.co.uk,4,0,523622
getpebble.com,6,0,187723
getpocket.com,100,0,672
getpocketbook.com,1,0,163371
getqardio.com,31,0,252722
getratio.com,1,0,995572
getrevising.co.uk,1,0,43150
getsatisfaction.com,104,0,33214
getthegloss.com,31,0,152636
gexpro.com,1,0,583982
gfa.org,30,0,685754
gfi.com,88,0,28028
gfmreview.com,210,0,14823
ghost.org,130,0,55722
ghurka.com,31,0,389724
giantbomb.com,21,0,2959
giffgaff.com,3,0,9527
giftcardmall.com,30,0,52480
giftcloud.com,2,0,331444
giftedandtalented.com,31,0,173203
giftsforyounow.com,30,0,123674
giga-reifen.de,31,0,204780
gigaspaces.com,1,0,964710
gigya.com,248,0,2248
gillette.com,3,0,82158
gilt.com,10,0,5534
gilt.jp,88,0,31411
giltcity.com,14,0,282543
giltcity.jp,31,0,237793
gingersoftware.com,124,0,8902
ginnys.com,2,0,110059
girlmeetsdress.com,26,0,859351
girlofacertainage.com,31,0,512564
girlsgonestrong.com,2,0,244570
git.com,6,0,840489
gitter.im,2,0,20274
giveforward.com,6,0,895727
givewell.org,1,0,151425
gkic.com,9,0,150118
gkseries.com,31,0,64325
glambot.com,1,0,173472
glamorgirl.net,16,0,622711
glamour.de,116,0,62412
glassesusa.com,1,0,22003
glasshousefragrances.com,31,0,673744
glazierclinics.com,31,0,332164
gliffy.com,67,0,31786
gload.cc,31,0,55172
globalenglish.com,31,0,82491
globalgiving.org,31,0,81472
globalhealingcenter.com,92,21,34572
globalmeet.com,1,0,145662
globalnews.ca,119,0,4299
globaltv.com,188,0,23677
globegazette.com,25,0,169050
globein.com,1,1,150816
globo.com,361,0,168
gmx.at,118,0,4203
gmx.ch,89,0,9583
gmx.co.uk,3,0,62313
gmx.es,4,0,42229
gmx.net,383,0,322
gns3vault.com,23,0,193398
go.co,6,0,198325
go.com,369,54,394
goanimate.com,72,0,16108
gobankingrates.com,5,0,38143
gobble.com,9,0,133401
gocardless.com,60,51,34385
gocoffeego.com,2,0,326859
godaddy.com,84,0,188
godjango.com,31,0,277083
goeuro.com,4,3,8014
goeuro.de,4,3,54739
goeuro.es,4,3,37280
goeuro.it,12,9,39778
goeuro.nl,4,3,338112
gofreecredit.com,45,0,230802
goggles4u.com,1,0,98449
gohenry.co.uk,28,0,281130
goidirectory.gov.in,2,0,691659
goigi.com,52,0,387488
golastminute.com,31,0,259561
goldbroker.com,31,0,399340
goldenline.pl,218,0,15672
goldenpages.be,31,0,462961
goldieblox.com,31,0,566245
goldplugins.com,1,0,868270
golf-monthly.co.uk,4,0,104151
golfacademy.edu,31,0,805869
golfclearanceoutlet.com.au,31,0,359935
golflink.com,2,0,472202
golfpost.de,1,0,422010
golfworks.com,1,0,239651
golinuxhub.com,31,0,282852
gomammoth.co.uk,31,0,447329
gommadiretto.it,31,0,40921
goneo.de,31,0,131910
goo.ne.jp,382,9,481
good.co,2,2,163189
goodbarber.com,84,0,41143
goodbudget.com,2,0,101011
gooddata.com,3,0,132009
goodeggs.com,36,0,147359
goodenergy.co.uk,1,0,285628
goodfood.com.au,6,0,44162
goodiebox.dk,16,0,556181
goodmorningsnoresolution.com,22,0,725317
goodonyou.eco,2,0,242145
goodsearch.com,4,0,21722
goodteentube.com,31,0,372046
googoodolls.com,18,0,866590
goplaceit.com,88,0,111116
gopro.com,5,0,4934
gopro.ru,31,0,274150
gorentals.co.nz,31,0,304196
gorillagroup.com,1,0,269630
gorving.com,31,0,332928
gotoassist.com,72,70,28709
gotomypc.com,36,31,17301
gotravelexplorer.com,27,0,41824
goudengids.be,59,0,62641
gourmondo.de,31,0,100321
gov-auctions.org,92,0,575584
gponline.com,1,0,196439
gqbp.com,32,0,272432
gr8fires.co.uk,2,0,506534
grabcad.com,90,0,5895
grabone.co.nz,88,0,59078
gracehotels.com,2,0,752822
grada.cz,2,0,258890
gradle.org,36,0,21536
gradpoint.com,2,0,29817
gradschools.com,2,0,53729
graeters.com,2,0,756168
grainlinestudio.com,28,0,329552
grammarcheckforsentence.com,45,0,78835
grammarly.com,79,0,710
grammaropolis.com,29,0,260741
granvilleisland.com,1,0,622053
graphichive.net,29,0,320250
grasshopper.com,55,39,34416
gratis.nl,62,0,605548
gratisoptehalen.nl,11,0,930063
greatnonprofits.org,62,0,100530
greatschools.org,14,0,13471
greatwolf.com,2,0,62039
greenandturquoise.com,2,0,823282
greenbookblog.org,31,0,414847
greenday.com,5,0,176660
greenkidcrafts.com,31,0,550856
greenline.dk,31,0,362402
greenpeace.de,1,0,163614
greenpeace.org,90,0,16647
greenpeace.org.uk,31,0,134524
greentoe.com,31,0,251270
gregabbott.com,1,0,674846
gridconnect.com,31,0,481427
griswoldhomecare.com,8,0,600721
grogtag.com,31,0,356298
grokker.com,88,0,243930
groovehq.com,3,0,18799
grou.ps,26,0,391757
groundswell.org,33,0,687000
groupspaces.com,30,0,109156
grovo.com,3,0,257241
growabeardnow.com,31,0,705515
growtheverywhere.com,1,0,297564
growthhackers.com,51,6,60703
gruenspar.de,7,0,336873
grzsoftware.com,12,0,805912
gscapts.com,31,0,793145
gsmwijzer.nl,1,0,577369
gsn.com,80,0,32959
gsniper.com,21,0,748262
gt-worldwide.com,89,0,15918
guaranteedrate.com,22,0,124649
guardianprotection.com,31,0,469920
guccimaneonline.com,9,0,943504
guerraeterna.com,2,0,328459
guesty.com,31,0,108874
guggenheim.org,6,0,72890
guiabolso.com.br,24,0,60213
guiacatering.com,31,0,525013
guiadicas.net,31,0,573024
guialimpieza.com,31,0,651837
guiareparaciones.com,31,0,675001
guidacatering.it,31,0,854207
guidaestetica.it,14,0,297502
guidapsicologi.it,31,0,238798
guidebook.com,8,0,150378
guidedmind.com,45,0,980562
guides.co,9,0,252463
guidespark.com,1,0,207139
guitartricks.com,6,0,61702
gulakatten.se,1,0,738470
guldfynd.se,31,0,312257
gume-direkt.com,31,31,386585
gumik.hu,31,31,631792
gumtree.com.au,157,0,1285
gun-deals.com,31,0,380761
gunbroker.com,122,0,6012
gurneys.com,22,0,330032
gurufocus.com,243,0,22739
gutscheinsammler.de,88,0,55157
gvi.co.uk,2,0,464557
gviusa.com,31,0,476016
gwynniebee.com,9,9,110482
gybo.com,45,0,338463
gymboree.com,124,0,14404
gymgrossisten.com,155,0,56225
gymgrossisten.no,31,0,73437
gymondo.de,4,4,295033
h-rzn.com,31,0,691657
hackneygazette.co.uk,14,0,327618
hackreactor.com,3,0,109225
haikudeck.com,78,0,52292
hairclub.com,27,24,546727
haix.de,2,0,236024
halestormrocks.com,7,0,695843
halfordsautocentres.com,31,0,92049
halloriau.com,29,0,630385
hamburg-travel.com,31,0,382796
hamino.ir,155,0,162267
hampsteadtheatre.com,15,0,836733
hamrick.com,15,0,45445
